ls_vitz;ls_energo
526001029;2639
526001037;2529
526001281;368
526001401;548
515000426;155053060
515000557;155053186
515000581;155053192
515000947;152271058
516000160;160210074
516000869;160505135
516000932;160509034
516001653;160901424
516001784;160509119
516001865;160509005
516001873;160509131
516002120;160310062
516002154;160210161
515001278;151073021
516000021;160104149
516000144;160210071
516000372;160210116
516000437;160210133
516000885;160505159
516000916;160509020
516001124;160708011
516001328;160607103
516001425;160710040
516001506;160509078
516001611;160509135
516001912;160710161
523000503;230110159
523000561;230110190
523000820;230211186
523001088;231901246
523001509;231906222
523001795;230110171
523002076;231901170
523003187;230111018
523003195;230111058
523003543;231901217
523004159;110906115
523004379;230108063
523004442;230309025
516099981;160208104
517003674;190061860
517004573;190062044
517007288;190061974
517007335;190061977
517007521;190170599
517007547;190061983
517007628;190061990
517007937;190061955
517008006;190170603
517008226;190061967
519000478;190211086
519000648;190211197
519000826;190309353
519000965;190502005
519001432;190504090
519001652;190603009
521000272;210202001
521000450;210401720
521000549;210501072
522000063;220100043
514000601;140132129
514000740;140135043
514000928;140606029
514001259;140901187
514001275;140901206
514001348;140903043
514001877;140103102
514002580;140105134
514003081;140908063
514003099;140904083
515000183;152060054
515000222;152160016
515000604;155053196
513002113;130710144
513002278;130804041
513002587;130905204
513002668;131003051
513003070;131409050
513003143;131409099
513003494;130704132
513004084;130517052
513005129;130610115
513005323;130804109
513005640;130517184
513005658;130711084
513005828;130106028
522005097;220801342
522005631;220902247
522005877;220902302
522006360;226010199
522006378;226010201
522006687;226010438
522007188;229000119
522007235;229000137
522007358;229000585
522007447;229000625
522007617;229000771
522008215;229000828
522008281;229000087
515001066;152271072
515001383;152061065
515001414;156003045
516000128;160210068
516000411;160210130
516000534;160310018
516000550;160310058
516001051;160509126
516001085;160509143
516001247;160901411
516001433;160607183
516002950;160710164
517007513;190170598
523004549;230211124
523004701;231907023
524000182;241054102
524000190;241050004
526000081;506
526000447;1130
526001532;271001517
526001621;271001500
526001794;271001492
526002253;273201128
516001954;160505111
516002659;160505160
516002667;160208129
516002984;160202126
517001371;190061896
517005016;190062008
517005040;190062011
517005105;190062015
517006949;190272849
517007084;190062022
517007694;190061998
517007775;190062003
511021975;110904191
511022337;110402280
511023244;111908039
511023422;110901273
511023511;110408143
511023618;110902053
511024054;111702066
511024096;110905441
511024216;110904574
511024339;110920136
511024389;111908102
511024397;110931258
511024509;110920286
517008022;190170604
517008030;190170605
518000035;180105218
518000310;180308056
519000347;190211041
519000525;190211165
519000923;190408130
519000957;190501178
519000973;190502017
519000999;190502036
519001068;190502082
519001246;190503044
519001343;190503077
518000344;180308085
519000151;190203006
519000402;190211051
519000486;190211087
519000664;190211200
519000892;190407046
519001042;190502070
519001393;190504069
519001440;190504096
519001513;190601043
521000222;210106227
521000337;210202303
522000380;220100252
522000788;220101010
522001310;220170096
522001360;220170121
522002201;220215037
522002552;220402355
522003875;220701234
522003906;220701254
522004326;220701411
522004512;220701478
522005194;220801489
522005615;220902245
522005893;220902306
519001385;190504061
519001505;190601027
519001555;190601105
519001767;190703087
519001775;190703088
519001864;190703181
521000248;210201809
521000303;210202253
521000329;210202288
521000468;210401831
522000102;220100071
521000523;210501026
521001448;211201367
521001579;210401668
522000403;220100267
522000712;220100350
522001904;220208069
522002219;220215039
522002497;220402299
522003142;220505585
522003451;220701056
522003671;220701154
522003914;220701269
522008443;229000153
522097921;229000805
523000139;112901027
523000244;112901160
523000715;230201098
523001274;231901335
523001428;231903020
523001525;231906271
523001559;231906278
523001622;231907014
523001753;231906279
523001957;231901272
517007709;190062000
517007741;190062002
517008200;190061965
518000174;180204101
518000425;200102001
518000483;200103169
518000548;200204647
519000305;190211031
519000339;190211038
519000363;190211046
519000410;190211062
519000559;190211173
519000795;190309009
511020791;110904403
511021454;110604081
511021836;110503230
511021844;110904167
511021878;110920410
511022280;110904623
511023286;110920280
511023773;111910372
511023901;110408181
511024313;110507311
511024371;110106017
513000420;130110105
513000755;130309097
522006124;221090043
522006140;221090079
522006239;222100062
522006661;226010425
522007269;229000147
522007489;229000667
522008184;229000803
522008231;229000841
522008257;229000074
522008493;229000472
522008621;220302129
522008697;220801283
511010356;111403182
511010699;111405293
511011297;111905436
511011302;111905439
511011336;111905456
511011483;111905537
511011996;111909055
511012073;111910050
511012112;111910190
511012489;111910618
511013100;110403012
511013338;111909084
511013435;110503019
522008841;220801458
522008980;221090040
522009033;222201098
522009180;229000064
523000016;110906112
523000317;230103171
523000333;230103180
523000757;230211009
523001258;231901326
523001355;231902201
523003771;230212129
523003797;230212131
523003810;230212049
519001026;190502065
519001107;190502095
519001131;190502102
519001482;190505083
521000044;210102230
521000256;210201965
521000442;210401703
521000484;210402110
522000194;220100116
522000770;220101006
522000908;220107010
522001247;220170076
523003682;231903133
523004002;110906036
523004028;230103108
523004060;230110066
523004256;230309017
523004400;231903051
523004793;230309009
524000166;241511055
524099945;241511154
526000251;7196
526000382;17404
526001516;512
526001524;598
523003894;230109150
523004337;231903014
523004387;230110058
523004426;231903139
526000227;271203102
526000552;2093
526000560;2364
526001192;781
526001249;545
526001736;11680
526001956;777
526002025;780
526002229;271202098
522004059;220701300
522004295;220701405
522005013;220801257
522005021;220801272
522005291;220902075
522005314;220902082
522005542;220902216
522006077;221090030
522006302;222201082
522006695;226010464
522006996;226100828
522007227;229000134
522007625;229000791
511013786;110604022
511013841;110904942
511014075;110920277
511014172;110902285
511014546;110904816
511014952;110901294
511015005;110920246
511015110;110904252
511015186;110904084
511015283;110904543
511015411;110408123
511015966;110904840
511016792;111910400
522001255;220170080
522001394;220170132
522001734;220205108
522001750;220205170
522001831;220208027
522002023;220211017
522002065;220211050
522002455;220402279
522002659;220402385
522002683;220402389
522002934;220402560
522002942;220402561
522003079;220505564
526001833;271203146
526001875;517
526099616;543
529099801;190473
511020945;111106036
511022515;110904636
511022581;111908145
511022696;111407081
511023008;111910604
511023309;111002094
511023464;111908123
511023498;111106122
511023969;110105245
511024012;111116038
511024494;110904653
513000250;130108191
513000276;130108201
522000136;220100086
522000348;220100238
522000453;220100279
522000550;220100307
522000916;220107022
522001035;220110055
522001336;220170105
522001514;220202003
522002057;220211040
522002112;220215001
522002764;220402400
522003003;220402570
522003304;220505629
522007691;229000845
522008150;229000020
522008388;229000885
522008817;220801288
522008922;220402573
523000171;112901045
523000375;230108120
523000448;230110007
523000511;230110165
523000781;230211026
523000943;230212132
523001119;231901269
523001151;231901281
522003346;220701004
522003736;220701181
522004172;220701329
522004211;220701344
522004588;220701511
522004986;220801185
522005039;220801274
522005348;220902100
522005356;220902101
522005592;220902239
522005932;221013078
522005958;221013081
522006027;221080583
522003558;220701096
522003922;220701271
522003980;220701283
522004334;220701412
522004415;220701442
522004708;220701546
522004716;220701549
522004724;220701550
522005047;220801286
522005398;220902120
522005453;220902170
522005534;220902211
522005827;220902293
523001305;231902016
523001630;230212140
523001737;230109203
523001850;112901112
523001915;230211061
523003721;230211113
523003917;230212121
523004078;230103151
523004133;230108110
523004345;231903068
523004484;230210024
523004735;110906026
524000158;241511090
522006310;226010128
522006899;226100803
522007170;229000118
522007201;229000129
522007285;229000155
522007293;229000163
522007324;229000494
522007390;229000604
522007829;221090027
522008249;229000072
522008663;220801422
522008809;220801011
522099698;220801264
511017243;110605040
511017413;110407262
511017489;110904655
511017633;111406057
511017683;111905476
511018003;110403032
511018118;110904685
511018299;110502302
511018728;111908128
511019033;111005078
511019287;110904414
511019300;110204021
511024583;110506369
513000179;130108117
513000496;130210043
513000519;130210066
513000894;130327119
513001028;130403083
513001159;130501043
513001565;130517072
513001858;130608164
513002202;130740063
513002985;131306016
513005535;130517188
511019334;110904090
511019392;110920204
511021828;110408307
511022727;111910044
511023260;111002073
511023375;110406121
511023749;110504329
511023888;110604129
511024402;111406246
511024656;110920523
513000098;130108005
513000145;130108070
513000763;130309157
522005940;221013079
522006093;221090036
522006158;221090080
522006352;226010197
522006386;226010214
522007405;229000606
522008558;229000819
522008710;220801149
522009091;220113030
522009279;226010437
523000074;112801877
523000163;112901044
523000456;230110008
523000472;230110139
523000799;230211067
523000985;231901043
523000993;231901061
523001046;231901222
523001591;231907036
523001800;230110043
523002123;231903113
523002165;230103013
523002220;230212033
524000035;241054340
524000077;241511152
524000174;241054087
513000323;130108226
513000446;130110114
513000721;130308166
513000860;130327090
513001167;130501098
513001418;130516137
513002155;130711048
513002197;130740044
513002333;130804114
513002511;130905189
513002642;130908088
513003850;130608067
513003868;131202058
523000595;230111022
523001054;231901234
523001452;231903137
523001575;231907008
523001826;110906170
523003331;231901264
523003632;112901021
523004117;230108122
523004492;110906001
523004743;112801725
523004890;230309030
524000027;241054339
524000108;241511222
513000917;130327123
513001311;130516050
513002943;131202061
513002993;131306017
513003054;131306129
513003151;131409100
513003583;130517193
513003703;131006069
513003800;130210077
513003892;130517018
513004018;131503002
513004157;130403056
513004288;130516020
526000633;600
526000691;641
526001150;11847
526001223;549
526001396;529
526001697;399
526002261;273201075
513004987;130106048
513005462;130516025
513005543;131004086
513005771;130740102
513005802;130516010
513006353;131006042
514000059;140101066
514000164;140105018
514000342;140108101
514000562;140132099
514000782;140602152
514000889;140604232
514000960;140606084
526000170;2516
526000887;2131
526001809;634
526001859;271202106
526002041;520
526002059;509
526000235;11849
526000772;11848
526001168;2528
526001639;638
526001671;273104029
526002091;367
513001874;130608206
513001882;130610063
513001955;130610110
513002139;130711030
513002171;130711065
513002935;131202059
513003012;131306020
513003169;131409106
513003193;131409127
513003753;131202031
511023210;110920485
511023561;110508031
511023820;110402179
511026412;111905487
513000056;130106030
513000064;130106050
513001125;130501021
513001654;130517183
513002066;130710059
513002309;130804060
513002383;130805023
513002545;130905194
513002553;130905200
514001217;140901167
514001322;140902184
514001356;140903046
514001403;140903082
514002409;140109119
514002459;140101093
515000248;152660153
515000573;155053188
515000913;151073075
515001032;152271053
515001430;152160013
516000013;160103108
513005666;131202109
513005739;131409044
513006159;131503100
513006248;131409133
513006303;130108194
513006450;130516114
513006507;130608179
513006531;131503196
513099746;131503095
514000041;140101064
514000203;140105075
514000407;140109098
514000677;140134083
513003842;130516061
513004123;131503017
513004254;130608191
513004416;131503011
513004474;130420119
513005933;130517243
513005967;130106063
513006078;131503197
513006272;131110150
513006484;131004008
514000075;140101071
514000130;140102036
514000384;140108174
514000538;140132070
514000619;140132170
514000635;140133002
514000724;140134114
514000936;140606046
514001055;140702099
514001233;140901184
514001479;140908066
514001932;140103108
515000492;155053157
515001244;151073106
515001406;152060055
516000055;160202154
513004076;130712010
513004547;131006085
513004555;131006022
513005161;130250216
513005404;131108129
513005632;130108129
513006345;131201033
513006395;130106047
513006573;130108205
513099542;130106033
513099631;131503033
514000172;140105026
514000423;140109103
514000499;140132057
514000546;140132088
514001071;140702111
514001186;140901141
514001241;140901185
514001461;140908064
514001584;141109165
514002027;140103117
514002475;140108010
514002522;140132083
514002815;140105106
514002881;140107089
514010402;140103162
514099406;21461
516000322;160210108
516000893;160505162
516001077;160509139
516001344;160505072
516001483;160509050
516001514;160509075
516001807;160509028
516002104;160310068
516002675;160208086
516002748;160208034
516003100;160405175
517004272;190062029
515000036;151073156
515000280;153007058
515000620;155053202
515000701;156003067
515000719;156003071
515000955;152060103
515000963;152271015
515001375;156219107
516000908;160508136
516001043;160509087
516001132;160708048
516001271;160901427
516001302;160210183
517006208;190170588
517007466;190170594
517007482;190170596
517007555;190061984
517008218;190061966
517008357;190272842
518000328;180308064
518000687;180105141
518001015;180206020
519000062;190102172
519000070;190103074
519000135;190114034
519000436;190211068
516001598;160310099
516001849;160509059
516002196;160505047
516002879;160710038
516003011;160709008
517005032;190062009
517006981;190241506
518000043;180105237
518000190;180205010
518000459;200102413
518000637;180206062
518000653;180105137
514000766;140602136
514000847;140603195
514000897;140605063
514001152;140901080
514001291;140902003
514001306;140902008
514001364;140903058
514001495;140908084
514001550;141109111
514003120;140901218
515000303;153007081
515000311;153310239
515000434;155053082
516000233;160210094
516000283;160210099
516000348;160210113
516000364;160210115
516000445;160210141
516000487;160210177
516000592;160310064
516000770;160505066
516000940;160509037
516000982;160509062
516001548;160509153
516001637;160509039
513000959;130327136
513001523;130517040
513002090;130710125
513002503;130905184
513002838;131110090
513003698;131110147
513003711;130907118
513003999;131006064
513005349;130207010
513006379;130516019
514000287;140108053
514000368;140108144
514000554;140132097
519000517;190211152
519000533;190211169
519000614;190211190
519001034;190502069
519001204;190503016
519001238;190503040
519001335;190503076
519001490;190505088
519001783;190703089
521000109;210105891
522000152;220100092
522000267;220100145
522000283;220100150
513002561;130905201
513002579;130905203
513002707;131004056
513002723;131006048
513002781;131006091
513002804;131106125
513003135;131409092
513003460;130108033
513003517;130516152
513004131;130710137
513004458;130740043
513005103;131409097
513005878;131503036
515000531;155053169
515000654;156003005
515000751;156003089
515000921;152271063
515001448;152061063
516000071;160210001
516000241;160210095
516000429;160210132
516000479;160210164
516000681;160310126
516000819;160505092
516001409;160210118
516001475;160509084
513005852;131409126
513005925;130114154
513006010;130608074
513006044;130108218
513006133;131409088
513006256;130420008
513006329;131503016
513006387;131409054
514000083;140101083
514000237;140107087
514000245;140108001
514000596;140132112
514000643;140133089
516002764;160208010
516002918;160202144
517004515;190062037
517006266;190170591
517008179;190061964
518000213;180209038
518000297;180308048
518000302;180308055
518000522;200204210
519000012;190102051
519000672;190211201
519000745;190301076
519000240;190211021
519000290;190211030
519000509;190211151
519000591;190211185
519000622;190211191
519000680;190211213
519001296;190503066
519001319;190503071
519001369;190504039
519001563;190601134
519001660;190603054
519001725;190701178
519001791;190703090
522000649;220100333
522000762;220101002
522001182;220114033
522001459;220201356
522001556;220203073
522001700;220205101
522001718;220205102
522002196;220215036
522002251;220301054
522002633;220402380
522002641;220402384
522003207;220505597
522003621;220701132
522003809;220701202
522004106;220701320
522004457;220701462
522004481;220701467
522005665;220902257
522005851;220902298
522006001;221013104
522006205;222100007
522006483;226010295
522007162;229000117
522007552;229000720
522007659;229000806
516001831;160710143
516002073;160210159
516002112;160310026
516002803;160710148
516002845;160405107
517004303;190062030
517005066;190062012
517007123;190062023
517007733;190062001
518000085;180105547
518000417;180308140
518000475;200103168
521000175;210106015
521000531;210501028
522000039;220100025
522000398;220100255
522002382;220402125
522002667;220402387
522002950;220402564
522003435;220701051
522003477;220701062
522003532;220701091
522003574;220701103
522004520;220701480
522004936;220801002
522007756;229000958
522007780;229000990
522008265;229000081
522008516;229000916
522008744;220801459
522008906;220801133
523000228;112901091
523000359;230108008
523000579;230110191
523000765;230211015
523000927;230212108
523001282;231901348
523002042;112901097
514000685;140134085
514000758;140503011
514001429;140907136
514002865;140101127
515000078;151262175
515000523;155053165
515000638;155053203
515001016;152271051
515001236;151073077
516000152;160210072
516000267;160210097
516001001;160509072
516001166;160708140
522005267;220900351
522006849;226100789
522006904;226100804
522006938;226100819
522007081;229000042
522007120;229000071
522007243;229000141
522007463;229000662
522008778;220801370
522009172;229000974
523000066;112801856
523000082;112901015
523000252;112901161
523000723;230201138
523000969;230212144
523001290;231902013
523001486;231906200
523001583;231907028
523001606;231907055
523001834;231903015
523001876;230211139
523003315;112801718
523003763;230201046
523004086;230309138
523004303;231903147
523004395;230206101
513005909;131503049
513005975;130517105
514000025;140101035
514000091;140101109
514000198;140105074
514000334;140108099
514000512;140132066
514000588;140132111
514000813;140603004
514000821;140603010
514000855;140603198
514001445;140908029
514001542;141108218
514000871;140604095
514000944;140606047
514001209;140901143
514001568;141109149
514002328;140133083
514002506;140132085
514002629;140101106
515000044;151111036
515000298;153007060
515000442;155053099
515000688;156003041
515000769;156003092
515001082;152271069
515001090;152271033
515001113;152271024
515001294;156037164
516000186;160210080
516000330;160210112
516000398;160210124
516000542;160310023
516000615;160310070
516000623;160310074
516000788;160505068
516001158;160708054
516001718;160210060
523002107;231901303
523003129;230110167
523003307;230212086
523003585;230109013
523003941;230106138
523004214;230108123
523004688;230309013
523004751;230108005
523005503;230309063
524000124;241523242
526000455;272202142
526001508;770
526001778;271001502
514001144;140804107
514002019;140103116
514002302;140135044
514002530;140109113
514002807;140133123
514002857;140132130
515000010;151029011
515000507;155053158
515000565;155053187
515000785;156003096
515000971;152271020
515001105;152271017
515001147;152271022
516002015;160607180
516002706;160208011
516099208;160210039
516099965;160208125
517004442;190062034
517007644;190061992
518000378;180308104
518000467;200102422
519000020;190102052
519000127;190114028
519000444;190211070
519000567;190211175
519000575;190211176
524000093;241511187
524099937;241511030
524099961;241056266
526000219;17516
526000756;17545
526001435;504
526001998;616
526002106;271202119
526002130;271202114
526002180;271203101
526001914;635
526002009;614
526002017;353
526002156;271203149
526099569;524
514002085;140103123
514002611;140101137
514003023;140904085
515000060;151262154
515000125;151262200
515000159;151762068
515000329;153310251
515001202;152271013
516000380;160210119
516000649;160310078
516000699;160405010
516000712;160405016
516000835;160505094
518000700;180209065
518000742;180209078
519000185;190207156
519000193;190207157
519000321;190211033
519000355;190211042
519000397;190211049
519000630;190211192
519000907;190407093
519000915;190407141
519001416;190504087
519001636;190602051
519001686;190701049
519000711;190213029
519000729;190213030
519000761;190309001
519000981;190502026
519001000;190502038
519001199;190503012
519001597;190601172
519001848;190703177
521000036;210102226
521000426;210302276
521000565;210105210
522000178;220100107
519000834;190310061
519001018;190502043
519001092;190502090
519001571;190601149
519001602;190602002
519001610;190602021
519001709;190701145
519001822;190703125
521000214;210106160
521000311;210202269
521001838;210701006
522000110;220100079
522000144;220100089
522000291;220100151
522001027;220110041
522001344;220170118
522002853;220402482
522002887;220402550
522002895;220402553
522003095;220505576
522003956;220701280
522004067;220701306
522004114;220701321
522004253;220701362
522004376;220701425
522004677;220701542
516001239;160901409
516001645;160509045
516002366;160310100
516002683;160208119
516003079;160208136
517004565;190062043
517007652;190061993
517008161;190061963
518000069;180105360
518000263;180308027
518000394;180308109
518000750;180205136
519000038;190102068
519001759;190703084
521000280;210202019
521001684;210201790
521001896;211019005
522000576;220100312
522001093;220113036
522002269;220301058
522002691;220402390
522003689;220701157
522003859;220701219
522004350;220701417
522004693;220701545
522005136;220801415
522005364;220902106
522005487;220902203
522005657;220902253
522005754;220902270
522006116;221090041
522006174;221090086
522006263;222106088
522006425;226010228
522006572;226010338
522006742;226100709
522006815;226100737
522006954;226100822
516000673;160310104
516000843;160505107
516000990;160509063
516001108;160610131
516001336;160210117
516003150;160309102
517004230;190062025
517004329;190062031
517007377;190061979
517008365;190061971
518000124;180107291
518000166;180204094
518000661;180105256
519000088;190103147
519000428;190211064
519001050;190502075
519001115;190502099
519001149;190502103
519001173;190503010
519001254;190503046
519001351;190503081
519001898;191000165
521000191;210106135
521000206;210106144
521000345;210202305
522006962;226100824
522007578;229000723
522007837;226010221
522008087;229000785
522008427;229000920
522008435;229000781
522008825;220801364
522008891;220801162
522009075;220205072
523000341;230103182
523000707;230201071
523000804;230211080
523000854;230212062
522000526;220100304
522001051;220113011
522001085;220113034
522001467;220201358
522001548;220203072
522001572;220203150
522002609;220402361
522002756;220402399
522003011;220402572
522003443;220701053
522003493;220701068
522003524;220701087
522003710;220701177
516000958;160509042
516001182;160807094
516001297;160901444
516001417;160210163
516001700;160509018
516001776;160809101
516003053;160809103
517007042;190272847
517007327;190061976
518000108;180107185
518000182;180204133
518000572;200205186
519000096;190109060
522004384;220701429
522004431;220701450
522004449;220701451
522005217;220801498
522007772;229000962
522007887;226010339
522007895;226010200
522008011;229000565
522008299;229000142
522008956;220901078
522009198;229000973
523000040;112801352
523000367;230108097
518000734;180308094
519000208;190207160
519000282;190211029
519000494;190211094
519001220;190503031
519001288;190503061
519001424;190504088
519001717;190701177
519001806;190703091
519001872;190703209
521000117;210105892
521000167;210105923
523001096;231901262
523001410;231903005
523001494;231906206
523001541;231906276
523001949;231903064
523002026;112901150
523002212;230110046
523004109;230109190
523004468;231903072
523004612;112801723
526000675;608
526000837;618
526000968;14197
526001320;542
526001710;273201053
526001817;1100
526002148;271202059
526002245;272202110
521001676;210106014
522000835;220101022
522000974;220110009
522001629;220205042
522001823;220208021
522001849;220208032
522002293;220302049
522002560;220402356
522003883;220701240
522004083;220701310
522004546;220701506
522004952;220801043
522005437;220902165
522003786;220701193
522003998;220701287
522004041;220701298
522004130;220701324
522004287;220701392
522004627;220701520
522004774;220701571
522004821;220701583
522005128;220801411
522005275;220900399
522005380;220902119
522005403;220902121
522005550;220902227
522005649;220902248
521001074;210105213
522000089;220100062
522000372;220100251
522001116;220113059
522001263;220170088
522001564;220203074
522001661;220205059
522002049;220211037
522002154;220215019
522002277;220301089
522002617;220402362
522002722;220402394
522002968;220402566
519000177;190207155
519000656;190211199
519000818;190309025
519000868;190312017
519000931;190408160
519001458;190505071
519001474;190505077
519001521;190601063
519001539;190601076
521000395;210302027
521000507;210402430
521001553;210102254
522006069;221090029
522007138;229000599
522007308;229000418
522007366;229000591
522008176;229000802
522008401;229000159
522009067;220180189
523000032;110906131
523000202;112901058
523000210;112901090
523000618;230111024
523000676;230201003
523001135;231901273
523000406;230109048
523000587;230111021
523000626;230111050
523000838;230211188
523000901;230212104
523001371;231902205
523001614;231907015
523003111;230110130
523003569;230212137
523003925;231901218
523004052;230206002
523004183;230106116
523004450;230211053
522000225;220100131
522000940;220107042
522001043;220110075
522001297;220170092
522002081;220211055
522002146;220215017
522002170;220215029
522002489;220402298
522002675;220402388
522002811;220402477
522003037;220402576
522003312;220700169
522003702;220701163
522005974;221013098
522006611;226010348
522006679;226010428
522006726;226010479
522006792;226100724
522007073;229000034
522007099;229000053
522007683;229000838
522008003;229000451
522008671;220801431
522008689;220801408
522030107;220801534
522097913;220801323
522003320;220700170
522003655;220701151
522004025;220701295
522004601;220701514
522004782;220701574
522004994;220801213
522005330;220902097
522005429;220902136
522005584;220902235
522005770;220902285
522005835;220902296
522005916;220902331
522006085;221090033
523001177;231901289
523001208;231901309
523001240;231901324
523001402;231902273
523003349;112901040
523003666;231901212
523003705;230211109
523004654;230309155
524000043;241056292
524000140;241054291
526000057;7193
526000293;2506
526001215;375
523004769;230109141
523005464;230309131
526000578;2518
526001485;366
526001540;2540
526001786;271203124
526002237;273201133
526002279;271202051
526099585;766
526099771;640
526001883;523
526001948;537
526001964;647
526002075;541
526002172;271202117
529000179;179335
522006166;221090082
522006213;222100014
522006247;222106005
522006467;226010291
522006784;226100721
522007471;229000663
522007544;229000711
522008079;229000773
522008370;229000899
523000121;112901025
523000278;112901526
523000414;230109132
523000684;230201007
523000498;230110143
523000537;230110178
523001347;231902200
523001907;231906197
523002092;231901300
523002238;231903084
523003690;231907021
523003836;230212135
523004581;230110009
524000051;241151172
524000085;241511167
526000667;17532
523000919;230212107
523000951;230212133
523001169;231901287
523001313;231902058
523002034;230111043
523003103;230111029
523004141;112901026
523004476;231903118
523004696;110906053
524000116;242511115
526000706;2562
526001304;274000012
526001566;273104033
526001906;612
526002033;19618
522003728;220701180
522004473;220701464
522004960;220801135
522005005;220801243
522005982;221013100
522006051;221090026
522006328;226010148
522006564;226010337
522007031;229000002
522007251;229000145
522007332;229000495
522007706;229000848
522008126;229000999
524099953;241511029
526000112;17799
526000269;17515
526000308;2497
526000413;11818
526000683;271204146
526000895;2143
526001003;610
526001590;271001515
511007654;110915296
511007840;110920134
511008008;110920298
511008545;110931170
511009096;111103095
511009101;111103123
511009177;111104092
511009533;111107056
511010283;111403099
511010291;111403114
511010398;111405008
511010411;111405021
511010479;111405075
522008320;229000125
522008485;229000036
522009009;222201081
522009156;229000105
522009211;229000744
522009261;220205113
523000309;230103118
523000773;230211022
523001143;231901276
523001436;231903024
523001931;230108013
523001999;230109051
523002018;230109154
511010615;111405176
511010673;111405274
511010754;111406041
511010990;111407079
511011069;111407190
511011378;111905488
511011865;111908154
511011938;111908192
511012510;111910831
511012992;110402201
511013037;110904329
511013079;111116065
511013477;110508203
523002084;112901060
523003080;231901160
523003755;230110197
523004507;110906135
523004662;110906082
523004824;231902012
523004858;230309145
526000536;10272
526000829;544
526001257;519
526001574;273201077
526001744;271202047
526001891;351
511013558;110106176
511013647;111905181
511013859;111116092
511014839;110931269
511014902;110920360
511015152;110920416
511015940;110405009
511016776;110905609
511016815;110904651
511017219;110502169
511017358;110905385
511017722;110904116
526001930;536
526002067;782
526002083;1023
529000690;189398
511018029;110106184
511018370;110403091
511019122;111104098
511019724;110602293
511020636;110905552
511021098;110931288
511021187;110405109
511021852;110905341
511021894;111101048
511022256;111908034
511022345;110905497
511023024;111007069
511023799;110203016
511024428;111005138
513000137;130108043
513000153;130108108
513000373;130110022
513000666;130304195
513000797;130309176
513000844;130327065
513000878;130327115
513001010;130403068
513001191;130516001
513001638;130517115
513002375;130805022
513004327;131110081
513006109;130804110
513006468;131503026
513099966;130740108
514000392;140109097
514000481;140131066
514001437;140908017
514002352;140133011
514002394;140102019
514002556;140105059
514002823;140134094
514003007;140804089
514003065;140901027
515000094;151262183
515000167;151762069
515000175;152060008
515000777;156003095
516000039;160202148
516000063;160202155
516000461;160210158
516000974;160509054
516001213;160901399
516001572;160210156
516002578;160809029
516002756;160208002
516002887;160809023
516003142;160509069
517003381;190241490
517004581;190062045
517007385;190061980
517007474;190170595
517008933;190061846
518000116;180107234
519000313;190211032
519000371;190211047
519000737;190215038
519000753;190301088
519000876;190312281
519001678;190701048
521000133;210105918
522000071;220100061
522000568;220100309
522000592;220100320
522001077;220113021
522001695;220205084
522001920;220209031
522002227;220215042
522002332;220303062
522003354;220701005
522003508;220701072
522004300;220701408
522004504;220701474
522004669;220701539
522004978;220801168
522005160;220801457
522005819;220902291
522006491;226010296
522006750;226100716
522006873;226100794
522007104;229000059
522007277;229000148
522007413;229000612
522007633;229000795
522007984;229000113
522008338;229000126
522009041;221090001
523000024;110906113
523000090;112901020
523000600;230111023
523000668;230111057
523000731;230210014
523000812;230211177
523000896;230212102
523001004;231901078
523001193;231901299
523001224;231901317
523001478;231906025
523001842;112801368
523002115;231903010
523002181;230309060
523003789;230212002
523003802;230201087
523003860;230212130
523004010;230109008
523004298;230108371
523004620;230111075
523004913;110906090
523005090;230103065
526001825;271001513
529001670;179151
528000029;175512
522098197;220110004
522001019;220110036
522000966;220110006
522008964;220110007
511020872;110905299
529000373;188955
511006860;110904820
511006064;110904318
511007028;110904986
511007434;110905417
511007036;110905008
521001650;210105887
521000159;210105921
511023927;110504198
511002793;110504195
514002792;22148
511018265;111905445
511011328;111905450
511012829;111905501
511016881;111905322
511011441;111905519
511013948;111905434
511011255;111905481
511018914;111905525
511011467;111905500
511023503;111905430
511011433;111905518
511017293;110932425
511022751;110932015
511019368;110904982
511014554;110904091
511024850;110904940
511014677;110904750
511018485;110905208
511015801;110903207
511015584;110905301
511021284;110905285
511006828;110904797
511022955;110904394
511023074;110904478
511006161;110904385
511005945;110904276
511019627;110904721
511020856;110904536
511013304;110904317
511013223;110512310
511015194;110512304
518000019;180105021
511022329;110932019
511017900;110508375
511023579;110507136
511002824;110504317
511002604;110503010
511021145;110503170
521000264;210201972
521001375;210202020
511014300;110508147
511018752;110508122
511019326;110508400
511023197;110508007
529000226;188981
511019685;22180
511023529;110514295
511014481;110507375
511019693;22181
511013998;110503187
511015746;110503182
511022939;22060
511014041;110904423
511022036;22070
511012837;110904882
511005741;110904137
511006111;110904337
511017976;110904204
511019651;110904134
511021006;22072
511008707;110932099
511024169;22074
511022866;22076
511022028;22079
511005759;110904140
511005814;110904158
511024591;110904172
511018809;110904185
511018710;110904161
511018778;22182
522003192;220505596
522003150;220505586
529001866;188991
511019546;110905109
511021022;110904532
511022379;110905479
511024185;110904445
511023537;110507126
511004062;110528301
511014520;22183
511004054;110528209
522000607;220100321
522000615;220100324
522000534;220100305
522004897;220701801
529000739;189005
529001882;189016
529000420;189008
529000404;189014
529001515;189007
529000705;189013
529000412;189012
511014211;110905092
511014669;110905483
511024517;110904632
511006331;110904468
